"FIPS"	"NAME"	"Qualified Area Name"	"AREALAND"	"AREAWATR"	"Total Population"	"Area Total"	"Area Total: Area (Land)"	"Area Total: Area (Water)"	"% Area Total: Area (Land)"	"% Area Total: Area (Water)"
"0180524"	"Selma, AL Urban Area"	"Selma, AL Urban Area, Alabama"	47365604	330985	21207	18.415756225585938	18.287961959838867	0.1277940273284912	99.31	0.69
"0183377"	"South Pittsburg--Bridgeport, TN--AL Urban Area (part)"	"South Pittsburg--Bridgeport, TN--AL Urban Area (part), Alabama"	8154124	0	2191	3.148324966430664	3.148324966430664	0	100	0
"0186194"	"Sylacauga, AL Urban Area"	"Sylacauga, AL Urban Area, Alabama"	49864638	288911	16980	19.364395141601562	19.252845764160156	0.11154916882514954	99.42	0.58
"0186437"	"Talladega, AL Urban Area"	"Talladega, AL Urban Area, Alabama"	26158998	9219	12609	10.103605270385742	10.100046157836914	0.0035594759974628687	99.96	0.04
"0188543"	"Troy, AL Urban Area"	"Troy, AL Urban Area, Alabama"	25412899	14983	14466	9.817761421203613	9.811976432800293	0.005784968845546246	99.94	0.06
"0189110"	"Tuscaloosa, AL Urban Area"	"Tuscaloosa, AL Urban Area, Alabama"	228331801	3907120	156450	89.66795349121094	88.15940856933594	1.5085475444793701	98.32	1.68
"0189164"	"Tuskegee, AL Urban Area"	"Tuskegee, AL Urban Area, Alabama"	21229049	419231	9003	8.358448028564453	8.196581840515137	0.1618659943342209	98.06	1.94
"0190082"	"Valley--Lanett, AL--GA Urban Area (part)"	"Valley--Lanett, AL--GA Urban Area (part), Alabama"	40703667	0	17127	15.715774536132812	15.715774536132812	0	100	0
"0194618"	"Wetumpka, AL Urban Area"	"Wetumpka, AL Urban Area, Alabama"	11512073	76695	6488	4.4744486808776855	4.444836616516113	0.029612107202410698	99.34	0.66
"0202305"	"Anchorage, AK Urban Area"	"Anchorage, AK Urban Area, Alaska"	237473557	2775799	249252	92.76079559326172	91.68905639648438	1.071742057800293	98.84	1.16
"0202332"	"Anchorage Northeast, AK Urban Area"	"Anchorage Northeast, AK Urban Area, Alaska"	45798297	475350	29561	17.866355895996094	17.68282127380371	0.1835336685180664	98.97	1.03
"0207381"	"Bethel, AK Urban Area"	"Bethel, AK Urban Area, Alaska"	38849240	651455	5097	15.251304626464844	14.999775886535645	0.25152820348739624	98.35	1.65
"0228549"	"Fairbanks, AK Urban Area"	"Fairbanks, AK Urban Area, Alaska"	192442666	6579721	71396	76.84297943115234	74.30253601074219	2.5404446125030518	96.69	3.31
"0243561"	"Juneau, AK Urban Area"	"Juneau, AK Urban Area, Alaska"	38274460	633165	24756	15.022317886352539	14.777852058410645	0.2444663792848587	98.37	1.63
"0244344"	"Kenai, AK Urban Area"	"Kenai, AK Urban Area, Alaska"	33795257	126696	8642	13.097339630126953	13.048421859741211	0.04891760274767876	99.63	0.37
"0244668"	"Ketchikan, AK Urban Area"	"Ketchikan, AK Urban Area, Alaska"	61324183	578935	11975	23.900928497314453	23.677400588989258	0.22352805733680725	99.06	0.94
"0245667"	"Kodiak--Mill Bay, AK Urban Area"	"Kodiak--Mill Bay, AK Urban Area, Alaska"	12907517	656531	9530	5.23710823059082	4.9836201667785645	0.25348803400993347	95.16	4.84
"0282306"	"Sitka, AK Urban Area"	"Sitka, AK Urban Area, Alaska"	17077399	3677390	7668	8.013469696044922	6.593621253967285	1.4198483228683472	82.28	17.72
"0282819"	"Soldotna, AK Urban Area"	"Soldotna, AK Urban Area, Alaska"	13119349	7710	4646	5.068386077880859	5.065409183502197	0.0029768478125333786	99.94	0.06
"0292459"	"Wasilla--Knik-Fairview--North Lakes, AK Urban Area"	"Wasilla--Knik-Fairview--North Lakes, AK Urban Area, Alaska"	149262656	6247204	53444	60.042694091796875	57.63063430786133	2.4120590686798096	95.98	4.02
"0403088"	"Arizona City, AZ Urban Area"	"Arizona City, AZ Urban Area, Arizona"	11238099	198208	9640	4.41558313369751	4.339054584503174	0.07652854174375534	98.27	1.73
"0406949"	"Benson, AZ Urban Area"	"Benson, AZ Urban Area, Arizona"	7028637	4137	3830	2.71536922454834	2.7137720584869385	0.001597304712049663	99.94	0.06
"0407813"	"Bisbee, AZ Urban Area"	"Bisbee, AZ Urban Area, Arizona"	8165838	0	4637	3.1528477668762207	3.1528477668762207	0	100	0
"0408623"	"Blythe, CA--AZ Urban Area (part)"	"Blythe, CA--AZ Urban Area (part), Arizona"	1530843	2032	429	0.5918463468551636	0.5910618305206299	0.000784559641033411	99.87	0.13
"0411134"	"Buckeye, AZ Urban Area"	"Buckeye, AZ Urban Area, Arizona"	20154863	0	23897	7.781836986541748	7.781836986541748	0	100	0
"0411139"	"Buckeye North, AZ Urban Area"	"Buckeye North, AZ Urban Area, Arizona"	7276729	0	6796	2.809560775756836	2.809560775756836	0	100	0
"0411431"	"Bullhead City, AZ--NV Urban Area (part)"	"Bullhead City, AZ--NV Urban Area (part), Arizona"	87823356	803564	54177	34.219051361083984	33.908790588378906	0.31025782227516174	99.09	0.91
"0413170"	"Camp Verde, AZ Urban Area"	"Camp Verde, AZ Urban Area, Arizona"	13472196	0	5759	5.201643943786621	5.201643943786621	0	100	0
"0414401"	"Casa Grande, AZ Urban Area"	"Casa Grande, AZ Urban Area, Arizona"	55593619	0	50981	21.46481704711914	21.46481704711914	0	100	0
"0416561"	"Chino Valley, AZ Urban Area"	"Chino Valley, AZ Urban Area, Arizona"	35536452	0	13317	13.720701217651367	13.720701217651367	0	100	0
"0416830"	"Cienega Springs, AZ Urban Area"	"Cienega Springs, AZ Urban Area, Arizona"	8288459	0	.	3.2001919746398926	3.2001919746398926	0	100	0
"0419882"	"Coolidge, AZ Urban Area"	"Coolidge, AZ Urban Area, Arizona"	10720219	19717	12008	4.146712779998779	4.139100074768066	0.007612776476889849	99.82	0.18
"0420247"	"Corona de Tucson, AZ Urban Area"	"Corona de Tucson, AZ Urban Area, Arizona"	8889233	0	7866	3.432152271270752	3.432152271270752	0	100	0
"0420595"	"Cottonwood (Yavapai County)--Verde Village, AZ Urban Area"	"Cottonwood (Yavapai County)--Verde Village, AZ Urban Area, Arizona"	43787055	0	29121	16.90627670288086	16.90627670288086	0	100	0
"0424499"	"Douglas, AZ Urban Area"	"Douglas, AZ Urban Area, Arizona"	14195977	0	16582	5.48109769821167	5.48109769821167	0	100	0
"0429818"	"Flagstaff, AZ Urban Area"	"Flagstaff, AZ Urban Area, Arizona"	75789980	78821	79842	29.29311180114746	29.262678146362305	0.030432960018515587	99.9	0.1
"0429980"	"Florence East, AZ Urban Area"	"Florence East, AZ Urban Area, Arizona"	6876834	0	14049	2.655160665512085	2.655160665512085	0	100	0
"0430073"	"Florence West, AZ Urban Area"	"Florence West, AZ Urban Area, Arizona"	15214599	0	11636	5.8743896484375	5.8743896484375	0	100	0
"0433679"	"Globe, AZ Urban Area"	"Globe, AZ Urban Area, Arizona"	21079174	634	12620	8.138959884643555	8.138714790344238	0.00024478876730427146	100	0
"0433742"	"Gold Canyon, AZ Urban Area"	"Gold Canyon, AZ Urban Area, Arizona"	20381511	0	9590	7.8693461418151855	7.8693461418151855	0	100	0
"0433960"	"Goodyear South, AZ Urban Area"	"Goodyear South, AZ Urban Area, Arizona"	24857623	0	16042	9.597582817077637	9.597582817077637	0	100	0
"0435245"	"Green Valley, AZ Urban Area"	"Green Valley, AZ Urban Area, Arizona"	52226785	39434	37315	20.180099487304688	20.164875030517578	0.015225552953779697	99.92	0.08
"0438060"	"Heber-Overgaard, AZ Urban Area"	"Heber-Overgaard, AZ Urban Area, Arizona"	23887619	0	.	9.223061561584473	9.223061561584473	0	100	0
"0445127"	"Kingman, AZ Urban Area"	"Kingman, AZ Urban Area, Arizona"	58382216	0	46953	22.541500091552734	22.541500091552734	0	100	0
"0446747"	"Lake Havasu City, AZ Urban Area"	"Lake Havasu City, AZ Urban Area, Arizona"	87507009	118649	59017	33.832454681396484	33.78664779663086	0.04581063613295555	99.86	0.14
"0454295"	"Marana, AZ Urban Area"	"Marana, AZ Urban Area, Arizona"	8432271	0	10618	3.255718231201172	3.255718231201172	0	100	0
"0454477"	"Maricopa, AZ Urban Area"	"Maricopa, AZ Urban Area, Arizona"	34187863	182664	57771	13.270535469055176	13.200008392333984	0.07052696496248245	99.47	0.53
"0456413"	"Mesquite, NV--AZ Urban Area (part)"	"Mesquite, NV--AZ Urban Area (part), Arizona"	39003	0	94	0.015059143304824829	0.015059143304824829	0	100	0
"0460663"	"Munds Park, AZ Urban Area"	"Munds Park, AZ Urban Area, Arizona"	3093852	0	773	1.1945430040359497	1.1945430040359497	0	100	0
"0461435"	"Needles, CA--AZ Urban Area (part)"	"Needles, CA--AZ Urban Area (part), Arizona"	4498858	83644	1986	1.769313931465149	1.7370188236236572	0.03229513019323349	98.17	1.83
"0463325"	"Nogales, AZ Urban Area"	"Nogales, AZ Urban Area, Arizona"	32871111	26000	19168	12.70164680480957	12.691607475280762	0.010038656182587147	99.92	0.08
"0466808"	"Page, AZ Urban Area"	"Page, AZ Urban Area, Arizona"	18600590	0	7022	7.181728363037109	7.181728363037109	0	100	0
"0467645"	"Parker, AZ--CA Urban Area (part)"	"Parker, AZ--CA Urban Area (part), Arizona"	4323224	23686	4618	1.6783514022827148	1.669206142425537	0.009145216085016727	99.46	0.54
"0468158"	"Payson, AZ Urban Area"	"Payson, AZ Urban Area, Arizona"	35999080	18536	17022	13.906479835510254	13.899323463439941	0.007156789768487215	99.95	0.05
"0468499"	"Peoria, AZ Urban Area"	"Peoria, AZ Urban Area, Arizona"	18768067	47510	19593	7.264735698699951	7.246391773223877	0.018343714997172356	99.75	0.25
"0469184"	"Phoenix--Mesa--Scottsdale, AZ Urban Area"	"Phoenix--Mesa--Scottsdale, AZ Urban Area, Arizona"	2876131867	8942624	3976313	1113.9334716796875	1110.480712890625	3.4527666568756104	99.69	0.31
"0469192"	"Phoenix West--Goodyear--Avondale, AZ Urban Area"	"Phoenix West--Goodyear--Avondale, AZ Urban Area, Arizona"	330516491	1003179	419946	128.00045776367188	127.61312866210938	0.3873296082019806	99.7	0.3
"0469562"	"Pinetop-Lakeside, AZ Urban Area"	"Pinetop-Lakeside, AZ Urban Area, Arizona"	37701483	547975	9393	14.768199920654297	14.556625366210938	0.21157434582710266	98.57	1.43
"0472112"	"Prescott--Prescott Valley, AZ Urban Area"	"Prescott--Prescott Valley, AZ Urban Area, Arizona"	126274121	70	92427	48.75474166870117	48.75471115112305	2.702715210034512E-05	100	0
"0472122"	"Prescott Valley East, AZ Urban Area"	"Prescott Valley East, AZ Urban Area, Arizona"	9457680	0	7229	3.6516308784484863	3.6516308784484863	0	100	0
"0472937"	"Quartzsite, AZ Urban Area"	"Quartzsite, AZ Urban Area, Arizona"	8473647	0	2280	3.271693468093872	3.271693468093872	0	100	0
"0475092"	"Rio Verde, AZ Urban Area"	"Rio Verde, AZ Urban Area, Arizona"	7922293	14833	2765	3.0645415782928467	3.058814525604248	0.005727053619921207	99.81	0.19
"0477095"	"Safford, AZ Urban Area"	"Safford, AZ Urban Area, Arizona"	27077817	7239	18331	10.457598686218262	10.454803466796875	0.0027949935756623745	99.97	0.03
"0477158"	"Sahuarita, AZ Urban Area"	"Sahuarita, AZ Urban Area, Arizona"	12404696	0	17276	4.789480209350586	4.789480209350586	0	100	0
"0479120"	"San Luis, AZ Urban Area"	"San Luis, AZ Urban Area, Arizona"	9567919	54603	24790	3.7152767181396484	3.6941943168640137	0.021082337945699692	99.43	0.57
"0480470"	"Sedona, AZ Urban Area"	"Sedona, AZ Urban Area, Arizona"	32297893	60707	9190	12.493725776672363	12.47028636932373	0.023439105600118637	99.81	0.19
"0481712"	"Show Low, AZ Urban Area"	"Show Low, AZ Urban Area, Arizona"	32635191	0	12173	12.600518226623535	12.600518226623535	0	100	0
"0481901"	"Sierra Vista, AZ Urban Area"	"Sierra Vista, AZ Urban Area, Arizona"	73252360	35908	54274	28.29676055908203	28.282896041870117	0.013864156790077686	99.95	0.05
"0482684"	"Snowflake, AZ Urban Area"	"Snowflake, AZ Urban Area, Arizona"	9831498	0	5342	3.7959628105163574	3.7959628105163574	0	100	0
"0482981"	"Somerton, AZ Urban Area"	"Somerton, AZ Urban Area, Arizona"	5246042	8514	13847	2.0287954807281494	2.025508165359497	0.0032872739247977734	99.84	0.16
"0488705"	"Tuba City, AZ Urban Area"	"Tuba City, AZ Urban Area, Arizona"	14399283	0	7942	5.559594631195068	5.559594631195068	0	100	0
"0488732"	"Tucson, AZ Urban Area"	"Tucson, AZ Urban Area, Arizona"	925530003	1434827	875441	357.90313720703125	357.3491516113281	0.553989827632904	99.85	0.15
"0489910"	"Vail, AZ Urban Area"	"Vail, AZ Urban Area, Arizona"	14923233	0	12835	5.761892795562744	5.761892795562744	0	100	0
"0490640"	"Village of Oak Creek (Big Park), AZ Urban Area"	"Village of Oak Creek (Big Park), AZ Urban Area, Arizona"	13614844	0	6128	5.256721019744873	5.256721019744873	0	100	0
"0495158"	"Wickenburg, AZ Urban Area"	"Wickenburg, AZ Urban Area, Arizona"	12194044	1952	4801	4.708900451660156	4.708147048950195	0.000753671454731375	99.98	0.02
"0496616"	"Winslow, AZ Urban Area"	"Winslow, AZ Urban Area, Arizona"	9420762	0	7667	3.6373767852783203	3.6373767852783203	0	100	0
"0498020"	"Yuma, AZ--CA Urban Area (part)"	"Yuma, AZ--CA Urban Area (part), Arizona"	134146713	242684	134457	51.88803482055664	51.79433822631836	0.0937008187174797	99.82	0.18
"0503115"	"Arkadelphia, AR Urban Area"	"Arkadelphia, AR Urban Area, Arkansas"	16058897	1130	10086	6.200811386108398	6.200375080108643	0.00043629546416923404	99.99	0.01
"0505545"	"Batesville, AR Urban Area"	"Batesville, AR Urban Area, Arkansas"	20312531	22032	10913	7.851219177246094	7.842712879180908	0.00850660353899002	99.89	0.11
"0506247"	"Beebe, AR Urban Area"	"Beebe, AR Urban Area, Arkansas"	11586697	0	7216	4.473649024963379	4.473649024963379	0	100	0
"0507300"	"Berryville, AR Urban Area"	"Berryville, AR Urban Area, Arkansas"	10832198	0	5057	4.182335376739502	4.182335376739502	0	100	0
"0508650"	"Blytheville, AR Urban Area"	"Blytheville, AR Urban Area, Arkansas"	37636444	0	15873	14.531513214111328	14.531513214111328	0	100	0
"0512916"	"Camden, AR Urban Area"	"Camden, AR Urban Area, Arkansas"	28620569	0	9873	11.050463676452637	11.050463676452637	0	100	0
"0517290"	"Clarksville, AR Urban Area"	"Clarksville, AR Urban Area, Arkansas"	20183782	117983	.	7.838555335998535	7.793002128601074	0.04555349424481392	99.42	0.58
"0519801"	"Conway, AR Urban Area"	"Conway, AR Urban Area, Arkansas"	85159076	719123	66619	33.15775680541992	32.880104064941406	0.2776549458503723	99.16	0.84
"0521340"	"Crossett, AR Urban Area"	"Crossett, AR Urban Area, Arkansas"	23335570	470878	7184	9.191720962524414	9.00991439819336	0.1818070262670517	98.02	1.98
"0523608"	"De Queen, AR Urban Area"	"De Queen, AR Urban Area, Arkansas"	12462732	50899	5894	4.831540107727051	4.811887741088867	0.019652213901281357	99.59	0.41
"0524877"	"Dumas, AR Urban Area"	"Dumas, AR Urban Area, Arkansas"	8046385	0	4308	3.10672664642334	3.10672664642334	0	100	0
"0526470"	"El Dorado, AR Urban Area"	"El Dorado, AR Urban Area, Arkansas"	52478274	0	18698	20.261974334716797	20.261974334716797	0	100	0
"0529494"	"Fayetteville--Springdale--Rogers, AR--MO Urban Area (part)"	"Fayetteville--Springdale--Rogers, AR--MO Urban Area (part), Arkansas"	512295378	6262735	373662	200.21641540527344	197.79837036132812	2.418055534362793	98.79	1.21
"0530466"	"Forrest City, AR Urban Area"	"Forrest City, AR Urban Area, Arkansas"	18165350	50824	8557	7.033304214477539	7.013680934906006	0.019623257219791412	99.72	0.28
"0530925"	"Fort Smith, AR--OK Urban Area (part)"	"Fort Smith, AR--OK Urban Area (part), Arkansas"	187398896	838677	124000	72.6789321899414	72.35511779785156	0.3238150179386139	99.55	0.45
"0535542"	"Greenwood, AR Urban Area"	"Greenwood, AR Urban Area, Arkansas"	17124390	370594	9077	6.754851341247559	6.611764430999756	0.14308714866638184	97.88	2.12
"0537108"	"Harrison, AR Urban Area"	"Harrison, AR Urban Area, Arkansas"	32090921	74408	13950	12.419102668762207	12.390374183654785	0.028729090467095375	99.77	0.23
"0538080"	"Heber Springs, AR Urban Area"	"Heber Springs, AR Urban Area, Arkansas"	20132959	44302	6743	7.79048490524292	7.773379802703857	0.0171050988137722	99.78	0.22
"0538172"	"Helena-West Helena, AR Urban Area"	"Helena-West Helena, AR Urban Area, Arkansas"	15827668	0	8599	6.1110968589782715	6.1110968589782715	0	100	0
"0540024"	"Hope, AR Urban Area"	"Hope, AR Urban Area, Arkansas"	20376390	163144	8855	7.93035888671875	7.867368698120117	0.06299025565385818	99.21	0.79
"0540213"	"Hot Springs, AR Urban Area"	"Hot Springs, AR Urban Area, Arkansas"	130215704	11993426	59133	54.907257080078125	50.27656555175781	4.630687713623047	91.57	8.43
"0540267"	"Hot Springs Village, AR Urban Area"	"Hot Springs Village, AR Urban Area, Arkansas"	52135054	6156214	12755	22.50638771057129	20.129459381103516	2.376927614212036	89.44	10.56
"0543345"	"Jonesboro, AR Urban Area"	"Jonesboro, AR Urban Area, Arkansas"	120420945	367147	73781	46.63654327392578	46.494789123535156	0.14175625145435333	99.7	0.3
"0550392"	"Little Rock, AR Urban Area"	"Little Rock, AR Urban Area, Arkansas"	693638192	8175879	461864	270.9719543457031	267.8152160644531	3.156724691390991	98.84	1.16
"0553362"	"Magnolia, AR Urban Area"	"Magnolia, AR Urban Area, Arkansas"	22734546	89633	10403	8.81246566772461	8.777857780456543	0.03460749611258507	99.61	0.39
"0553551"	"Malvern, AR Urban Area"	"Malvern, AR Urban Area, Arkansas"	17348394	0	8833	6.6982526779174805	6.6982526779174805	0	100	0
"0556116"	"Memphis, TN--MS--AR Urban Area (part)"	"Memphis, TN--MS--AR Urban Area (part), Arkansas"	58764473	123752	39313	22.73687171936035	22.689090728759766	0.04778091609477997	99.79	0.21
"0556143"	"Mena, AR Urban Area"	"Mena, AR Urban Area, Arkansas"	18052240	120057	5534	7.016363143920898	6.9700093269348145	0.0463542677462101	99.34	0.66
"0558708"	"Monticello, AR Urban Area"	"Monticello, AR Urban Area, Arkansas"	20154056	69761	7974	7.808459281921387	7.781524658203125	0.026934873312711716	99.66	0.34
"0559302"	"Morrilton, AR Urban Area"	"Morrilton, AR Urban Area, Arkansas"	14817515	167130	6340	5.785604000091553	5.72107458114624	0.06452925503253937	98.88	1.12
"0559680"	"Mountain Home, AR Urban Area"	"Mountain Home, AR Urban Area, Arkansas"	41778578	40689	17783	16.146509170532227	16.13079833984375	0.01571011170744896	99.9	0.1
"0562758"	"Newport, AR Urban Area"	"Newport, AR Urban Area, Arkansas"	11859762	54671	5947	4.600188732147217	4.579080104827881	0.021108591929078102	99.54	0.46
"0566106"	"Osceola, AR Urban Area"	"Osceola, AR Urban Area, Arkansas"	11484231	33532	6244	4.447033405303955	4.434086799621582	0.01294677797704935	99.71	0.29
"0567402"	"Paragould, AR Urban Area"	"Paragould, AR Urban Area, Arkansas"	41925974	173084	25089	16.254539489746094	16.18770980834961	0.06682810932397842	99.59	0.41
"0568185"	"Pea Ridge, AR Urban Area"	"Pea Ridge, AR Urban Area, Arkansas"	10047537	3002	6026	3.8805348873138428	3.87937593460083	0.001159078674390912	99.97	0.03
"0569454"	"Pine Bluff, AR Urban Area"	"Pine Bluff, AR Urban Area, Arkansas"	115372301	1018489	46683	44.93873977661133	44.54549789428711	0.3932408094406128	99.12	0.88
"0570399"	"Pocahontas, AR Urban Area"	"Pocahontas, AR Urban Area, Arkansas"	13018350	946	7164	5.026778697967529	5.026413440704346	0.0003652526647783816	99.99	0.01
"0571911"	"Prairie Grove, AR Urban Area"	"Prairie Grove, AR Urban Area, Arkansas"	6241057	22103	5496	2.418219804763794	2.4096856117248535	0.008534016087651253	99.65	0.35
"0576933"	"Russellville, AR Urban Area"	"Russellville, AR Urban Area, Arkansas"	50396693	10932	31870	19.462493896484375	19.45827293395996	0.004220868926495314	99.98	0.02
