"FIPS"	"NAME"	"Qualified Area Name"	"AREALAND"	"AREAWATR"	"Total Population"	"Area Total"	"Area Total: Area (Land)"	"Area Total: Area (Water)"	"% Area Total: Area (Land)"	"% Area Total: Area (Water)"
"0438060"	"Phoenix-Mesa-Chandler, AZ Metro Area"	"Phoenix-Mesa-Chandler, AZ Metro Area, Arizona"	37730527879	85048903	4845832	14600.6767578125	14567.83984375	32.83756637573242	99.78	0.22
"0439150"	"Prescott Valley-Prescott, AZ Metro Area"	"Prescott Valley-Prescott, AZ Metro Area, Arizona"	21038142263	11513573	236209	8127.31787109375	8122.8720703125	4.445415496826172	99.95	0.05
"0440940"	"Safford, AZ Micro Area"	"Safford, AZ Micro Area, Arizona"	11970605956	47476264	38533	4640.2080078125	4621.876953125	18.3306884765625	99.6	0.4
"0443320"	"Show Low, AZ Micro Area"	"Show Low, AZ Micro Area, Arizona"	25769061034	24125807	106717	9958.8046875	9949.490234375	9.315027236938477	99.91	0.09
"0443420"	"Sierra Vista-Douglas, AZ Metro Area"	"Sierra Vista-Douglas, AZ Metro Area, Arizona"	16083178104	17664572	125447	6216.57080078125	6209.75	6.820329666137695	99.89	0.11
"0446060"	"Tucson, AZ Metro Area"	"Tucson, AZ Metro Area, Arizona"	23798597680	5112018	1043433	9190.6640625	9188.6904296875	1.9737613201141357	99.98	0.02
"0449740"	"Yuma, AZ Metro Area"	"Yuma, AZ Metro Area, Arizona"	14280774789	13253159	203881	5518.95556640625	5513.83837890625	5.1170735359191895	99.91	0.09
"0511660"	"Arkadelphia, AR Micro Area"	"Arkadelphia, AR Micro Area, Arkansas"	2242855171	43965580	21446	882.946533203125	865.9712524414062	16.97520637512207	98.08	1.92
"0512900"	"Batesville, AR Micro Area"	"Batesville, AR Micro Area, Arkansas"	3543973602	25460921	55209	1378.16650390625	1368.3359375	9.830516815185547	99.29	0.71
"0514180"	"Blytheville, AR Micro Area"	"Blytheville, AR Micro Area, Arkansas"	2336409934	72224609	40685	929.9789428710938	902.0929565429688	27.886077880859375	97	3
"0515780"	"Camden, AR Micro Area"	"Camden, AR Micro Area, Arkansas"	3525806334	28071065	27389	1372.1597900390625	1361.321533203125	10.838298797607422	99.21	0.79
"0520980"	"El Dorado, AR Micro Area"	"El Dorado, AR Micro Area, Arkansas"	2691171273	42102269	39054	1055.3228759765625	1039.067138671875	16.25577735900879	98.46	1.54
"0522220"	"Fayetteville-Springdale-Rogers, AR Metro Area"	"Fayetteville-Springdale-Rogers, AR Metro Area, Arkansas"	6794624848	130214271	546725	2673.695556640625	2623.41943359375	50.2760124206543	98.12	1.88
"0522620"	"Forrest City, AR Micro Area"	"Forrest City, AR Micro Area, Arkansas"	1644082981	20017606	23090	642.5128784179688	634.7839965820312	7.728841304779053	98.8	1.2
"0522900"	"Fort Smith, AR-OK Metro Area (part)"	"Fort Smith, AR-OK Metro Area (part), Arkansas"	4494700092	90293882	205029	1770.276123046875	1735.4134521484375	34.86266326904297	98.03	1.97
"0525460"	"Harrison, AR Micro Area"	"Harrison, AR Micro Area, Arkansas"	3653941627	37733937	44598	1425.3638916015625	1410.7947998046875	14.569154739379883	98.98	1.02
"0525760"	"Helena-West Helena, AR Micro Area"	"Helena-West Helena, AR Micro Area, Arkansas"	1788024160	95966884	16568	727.4130249023438	690.3600463867188	37.05302047729492	94.91	5.09
"0526260"	"Hope, AR Micro Area"	"Hope, AR Micro Area, Arkansas"	3483506356	43227398	.	1361.6795654296875	1344.9893798828125	16.69019317626953	98.77	1.23
"0526300"	"Hot Springs, AR Metro Area"	"Hot Springs, AR Metro Area, Arkansas"	1755088398	147363106	100180	734.5406494140625	677.6434326171875	56.897216796875	92.25	7.75
"0527860"	"Jonesboro, AR Metro Area"	"Jonesboro, AR Metro Area, Arkansas"	3795506934	28222930	134196	1476.3504638671875	1465.4534912109375	10.896934509277344	99.26	0.74
"0530780"	"Little Rock-North Little Rock-Conway, AR Metro Area"	"Little Rock-North Little Rock-Conway, AR Metro Area, Arkansas"	10576986111	298606991	748031	4199.08984375	4083.79736328125	115.29280090332031	97.25	2.75
"0531620"	"Magnolia, AR Micro Area"	"Magnolia, AR Micro Area, Arkansas"	1984098878	1985830	22801	766.8316040039062	766.0648803710938	0.7667332887649536	99.9	0.1
"0531680"	"Malvern, AR Micro Area"	"Malvern, AR Micro Area, Arkansas"	1592697317	18725599	33040	622.1738891601562	614.9439086914062	7.229994773864746	98.84	1.16
"0532820"	"Memphis, TN-MS-AR Metro Area (part)"	"Memphis, TN-MS-AR Metro Area (part), Arkansas"	1587312625	81689126	48163	644.4052124023438	612.8648681640625	31.54034996032715	95.11	4.89
"0534260"	"Mountain Home, AR Micro Area"	"Mountain Home, AR Micro Area, Arkansas"	1434660641	84907080	41627	586.7084350585938	553.9255981445312	32.782806396484375	94.41	5.59
"0537500"	"Paragould, AR Micro Area"	"Paragould, AR Micro Area, Arkansas"	1495304293	5273183	45736	579.376220703125	577.3402709960938	2.035987377166748	99.65	0.35
"0538220"	"Pine Bluff, AR Metro Area"	"Pine Bluff, AR Metro Area, Arkansas"	5257008026	142326550	87751	2084.695068359375	2029.7423095703125	54.95258712768555	97.36	2.64
"0540780"	"Russellville, AR Micro Area"	"Russellville, AR Micro Area, Arkansas"	4510045167	97766346	83644	1779.0860595703125	1741.3382568359375	37.747798919677734	97.88	2.12
"0542620"	"Searcy, AR Micro Area"	"Searcy, AR Micro Area, Arkansas"	2678251423	20554640	76822	1042.0150146484375	1034.0787353515625	7.936191082000732	99.24	0.76
"0545500"	"Texarkana, TX-AR Metro Area (part)"	"Texarkana, TX-AR Metro Area (part), Arkansas"	2992200327	119963968	.	1201.6134033203125	1155.2950439453125	46.3183479309082	96.15	3.85
"0612540"	"Bakersfield, CA Metro Area"	"Bakersfield, CA Metro Area, California"	21068634240	78407748	909235	8164.9189453125	8134.6455078125	30.273401260375977	99.63	0.37
"0617020"	"Chico, CA Metro Area"	"Chico, CA Metro Area, California"	4238488698	105260548	211632	1677.1309814453125	1636.4896240234375	40.64132308959961	97.58	2.42
"0617340"	"Clearlake, CA Micro Area"	"Clearlake, CA Micro Area, California"	3254452700	188748214	68163	1329.4273681640625	1256.55126953125	72.87609100341797	94.52	5.48
"0618860"	"Crescent City, CA Micro Area"	"Crescent City, CA Micro Area, California"	2606118035	578742633	27743	1229.681640625	1006.2279052734375	223.45379638671875	81.83	18.17
"0620940"	"El Centro, CA Metro Area"	"El Centro, CA Metro Area, California"	10814595262	790216761	179702	4480.64306640625	4175.53857421875	305.1044006347656	93.19	6.81
"0621700"	"Eureka-Arcata, CA Micro Area"	"Eureka-Arcata, CA Micro Area, California"	9241565229	1253726036	136463	4052.2548828125	3568.1884765625	484.0663757324219	88.05	11.95
"0623420"	"Fresno, CA Metro Area"	"Fresno, CA Metro Area, California"	15432139292	136609893	1008654	6011.1279296875	5958.3828125	52.74537658691406	99.12	0.88
"0625260"	"Hanford-Corcoran, CA Metro Area"	"Hanford-Corcoran, CA Metro Area, California"	3602601923	3164290	152486	1392.1942138671875	1390.972412109375	1.2217392921447754	99.91	0.09
"0631080"	"Los Angeles-Long Beach-Anaheim, CA Metro Area"	"Los Angeles-Long Beach-Anaheim, CA Metro Area, California"	12566940582	2193795620	13200998	5699.15234375	4852.123046875	847.0292358398438	85.14	14.86
"0631460"	"Madera, CA Metro Area"	"Madera, CA Metro Area, California"	5534591552	42271836	156255	2153.239013671875	2136.917724609375	16.321247100830078	99.24	0.76
"0632900"	"Merced, CA Metro Area"	"Merced, CA Metro Area, California"	5019407132	105277636	281202	1978.6519775390625	1938.004150390625	40.64792251586914	97.95	2.05
"0633700"	"Modesto, CA Metro Area"	"Modesto, CA Metro Area, California"	3874667294	46351770	552878	1513.9140625	1496.0174560546875	17.89651870727539	98.82	1.18
"0634900"	"Napa, CA Metro Area"	"Napa, CA Metro Area, California"	1938032964	104262608	138019	788.5347900390625	748.2787475585938	40.256019592285156	94.89	5.11
"0637100"	"Oxnard-Thousand Oaks-Ventura, CA Metro Area"	"Oxnard-Thousand Oaks-Ventura, CA Metro Area, California"	4767622152	947345735	843843	2206.5615234375	1840.789306640625	365.7722473144531	83.42	16.58
"0639780"	"Red Bluff, CA Micro Area"	"Red Bluff, CA Micro Area, California"	7638229340	33767224	65829	2962.1748046875	2949.136962890625	13.037598609924316	99.56	0.44
"0639820"	"Redding, CA Metro Area"	"Redding, CA Metro Area, California"	9778551576	186157964	182155	3847.396240234375	3775.52001953125	71.8759994506836	98.13	1.87
"0640140"	"Riverside-San Bernardino-Ontario, CA Metro Area"	"Riverside-San Bernardino-Ontario, CA Metro Area, California"	70647830085	339607368	4599839	27408.404296875	27277.28125	131.12313842773438	99.52	0.48
"0640900"	"Sacramento-Roseville-Folsom, CA Metro Area"	"Sacramento-Roseville-Folsom, CA Metro Area, California"	13195802226	548032209	2397382	5306.5244140625	5094.92822265625	211.59642028808594	96.01	3.99
"0641500"	"Salinas, CA Metro Area"	"Salinas, CA Metro Area, California"	8499623032	1267793988	439035	3771.220947265625	3281.722900390625	489.498046875	87.02	12.98
"0641740"	"San Diego-Chula Vista-Carlsbad, CA Metro Area"	"San Diego-Chula Vista-Carlsbad, CA Metro Area, California"	10904455257	817317026	.	4525.8017578125	4210.23388671875	315.5679016113281	93.03	6.97
"0641860"	"San Francisco-Oakland-Berkeley, CA Metro Area"	"San Francisco-Oakland-Berkeley, CA Metro Area, California"	6398174793	2475529965	4749008	3426.156494140625	2470.34912109375	955.8074951171875	72.1	27.9
"0641940"	"San Jose-Sunnyvale-Santa Clara, CA Metro Area"	"San Jose-Sunnyvale-Santa Clara, CA Metro Area, California"	6940483804	38315150	2000468	2694.529296875	2679.73583984375	14.793563842773438	99.45	0.55
"0642020"	"San Luis Obispo-Paso Robles, CA Metro Area"	"San Luis Obispo-Paso Robles, CA Metro Area, California"	8549172832	815618272	282424	3615.766357421875	3300.854248046875	314.9119873046875	91.29	8.71
"0642100"	"Santa Cruz-Watsonville, CA Metro Area"	"Santa Cruz-Watsonville, CA Metro Area, California"	1152823584	419714230	270861	607.1602783203125	445.107666015625	162.05258178710938	73.31	26.69
"0642200"	"Santa Maria-Santa Barbara, CA Metro Area"	"Santa Maria-Santa Barbara, CA Metro Area, California"	7080860393	2729213352	448229	3787.690673828125	2733.935546875	1053.7552490234375	72.18	27.82
"0642220"	"Santa Rosa-Petaluma, CA Metro Area"	"Santa Rosa-Petaluma, CA Metro Area, California"	4080862341	498084088	488863	1767.9412841796875	1575.6298828125	192.3113555908203	89.12	10.88
"0643760"	"Sonora, CA Micro Area"	"Sonora, CA Micro Area, California"	5752133237	138668837	55620	2274.451416015625	2220.9111328125	53.54033660888672	97.65	2.35
"0644700"	"Stockton, CA Metro Area"	"Stockton, CA Metro Area, California"	3606222502	89027654	.	1426.744140625	1392.370361328125	34.37377166748047	97.59	2.41
"0645000"	"Susanville, CA Micro Area"	"Susanville, CA Micro Area, California"	11762017378	463024232	32730	4720.115234375	4541.34033203125	178.774658203125	96.21	3.79
"0646020"	"Truckee-Grass Valley, CA Micro Area"	"Truckee-Grass Valley, CA Micro Area, California"	2480587302	41531993	102241	973.7957153320312	957.7601318359375	16.035593032836914	98.35	1.65
"0646380"	"Ukiah, CA Micro Area"	"Ukiah, CA Micro Area, California"	9082632466	961740401	91601	3878.154296875	3506.823974609375	371.330078125	90.43	9.57
"0646700"	"Vallejo, CA Metro Area"	"Vallejo, CA Metro Area, California"	2128527683	218619356	453491	906.2385864257812	821.8291625976562	84.40940856933594	90.69	9.31
"0647300"	"Visalia, CA Metro Area"	"Visalia, CA Metro Area, California"	12493840855	37260863	473117	4838.28564453125	4823.89892578125	14.386500358581543	99.7	0.3
"0649700"	"Yuba City, CA Metro Area"	"Yuba City, CA Metro Area, California"	3197863368	45895634	181208	1252.4224853515625	1234.7020263671875	17.72040367126465	98.59	1.41
"0814500"	"Boulder, CO Metro Area"	"Boulder, CO Metro Area, Colorado"	1881324131	36486613	330758	740.470947265625	726.3833618164062	14.087560653686523	98.1	1.9
"0814720"	"Breckenridge, CO Micro Area"	"Breckenridge, CO Micro Area, Colorado"	1575563237	28310936	31055	619.25927734375	608.3284301757812	10.930913925170898	98.23	1.77
"0815860"	"Cañon City, CO Micro Area"	"Cañon City, CO Micro Area, Colorado"	3972705319	2235542	48939	1534.7333984375	1533.8701171875	0.8631476163864136	99.94	0.06
"0817820"	"Colorado Springs, CO Metro Area"	"Colorado Springs, CO Metro Area, Colorado"	6950209059	12030556	755105	2688.1357421875	2683.49072265625	4.645023822784424	99.83	0.17
"0818780"	"Craig, CO Micro Area"	"Craig, CO Micro Area, Colorado"	12284943821	19803411	13292	4750.88916015625	4743.2431640625	7.6461405754089355	99.84	0.16
"0819740"	"Denver-Aurora-Lakewood, CO Metro Area"	"Denver-Aurora-Lakewood, CO Metro Area, Colorado"	21612689146	149327689	2963821	8402.3623046875	8344.7060546875	57.65574645996094	99.31	0.69
"0820420"	"Durango, CO Micro Area"	"Durango, CO Micro Area, Colorado"	4376255276	25642579	55638	1699.5823974609375	1689.6817626953125	9.900655746459961	99.42	0.58
"0820780"	"Edwards, CO Micro Area"	"Edwards, CO Micro Area, Colorado"	4362754513	18970351	55731	1691.79345703125	1684.468994140625	7.324494361877441	99.57	0.43
"0822660"	"Fort Collins, CO Metro Area"	"Fort Collins, CO Metro Area, Colorado"	6723014102	98984559	359066	2633.988525390625	2595.770263671875	38.21815490722656	98.55	1.45
"0822820"	"Fort Morgan, CO Micro Area"	"Fort Morgan, CO Micro Area, Colorado"	3316441488	34663098	29111	1293.868896484375	1280.4853515625	13.383496284484863	98.97	1.03
"0824060"	"Glenwood Springs, CO Micro Area"	"Glenwood Springs, CO Micro Area, Colorado"	10147912172	28169202	79043	3929.007080078125	3918.130859375	10.876190185546875	99.72	0.28
"0824300"	"Grand Junction, CO Metro Area"	"Grand Junction, CO Metro Area, Colorado"	8621348079	31991710	155703	3341.0732421875	3328.72119140625	12.352068901062012	99.63	0.37
"0824540"	"Greeley, CO Metro Area"	"Greeley, CO Metro Area, Colorado"	10320950482	82372144	328981	4016.74560546875	3984.94140625	31.80406379699707	99.21	0.79
"0833940"	"Montrose, CO Micro Area"	"Montrose, CO Micro Area, Colorado"	7204356177	8909552	47553	2785.057373046875	2781.61767578125	3.439997434616089	99.88	0.12
"0839380"	"Pueblo, CO Metro Area"	"Pueblo, CO Metro Area, Colorado"	6181242644	28941441	168162	2397.765625	2386.59130859375	11.174352645874023	99.53	0.47
"0844460"	"Steamboat Springs, CO Micro Area"	"Steamboat Springs, CO Micro Area, Colorado"	6117602800	15831744	24829	2368.13232421875	2362.019775390625	6.1126708984375	99.74	0.26
"0844540"	"Sterling, CO Micro Area"	"Sterling, CO Micro Area, Colorado"	4761947975	16363553	21528	1844.91650390625	1838.5985107421875	6.318003177642822	99.66	0.34
"0914860"	"Bridgeport-Stamford-Norwalk, CT Metro Area"	"Bridgeport-Stamford-Norwalk, CT Metro Area, Connecticut"	1618664029	549280913	957419	837.0482788085938	624.9697265625	212.07855224609375	74.66	25.34
"0925540"	"Hartford-East Hartford-Middletown, CT Metro Area"	"Hartford-East Hartford-Middletown, CT Metro Area, Connecticut"	3922769168	238848635	1213531	1606.8096923828125	1514.5897216796875	92.21997833251953	94.26	5.74
"0935300"	"New Haven-Milford, CT Metro Area"	"New Haven-Milford, CT Metro Area, Connecticut"	1565143226	667604268	864835	862.0686645507812	604.30517578125	257.7634582519531	70.1	29.9
"0935980"	"Norwich-New London, CT Metro Area"	"Norwich-New London, CT Metro Area, Connecticut"	1722511318	276863144	268555	771.9628295898438	665.0653686523438	106.8974609375	86.15	13.85
"0945860"	"Torrington, CT Micro Area"	"Torrington, CT Micro Area, Connecticut"	2384123146	62350378	185186	944.5887451171875	920.51513671875	24.07361602783203	97.45	2.55
"0949340"	"Worcester, MA-CT Metro Area (part)"	"Worcester, MA-CT Metro Area (part), Connecticut"	1328477629	21478813	116418	521.2210693359375	512.9281005859375	8.29301643371582	98.41	1.59
"1020100"	"Dover, DE Metro Area"	"Dover, DE Metro Area, Delaware"	1517891095	549776917	181851	798.3311157226562	586.06103515625	212.27005004882812	73.41	26.59
"1037980"	"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part)"	"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part), Delaware"	1104206946	175316802	570719	494.0269470214844	426.3367004394531	67.69020080566406	86.3	13.7
"1041540"	"Salisbury, MD-DE Metro Area (part)"	"Salisbury, MD-DE Metro Area (part), Delaware"	2424633517	674085951	237378	1196.42236328125	936.1563110351562	260.26605224609375	78.25	21.75
"1147900"	"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part)"	"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part), District of Columbia"	158316124	18709762	689545	68.35008239746094	61.12620162963867	7.223879814147949	89.43	10.57
"1211580"	"Arcadia, FL Micro Area"	"Arcadia, FL Micro Area, Florida"	1649031791	6243548	33976	639.1054077148438	636.6947631835938	2.410647392272949	99.62	0.38
"1215980"	"Cape Coral-Fort Myers, FL Metro Area"	"Cape Coral-Fort Myers, FL Metro Area, Florida"	2022803068	1900583561	760822	1514.828125	781.0086669921875	733.8194580078125	51.56	48.44
"1217500"	"Clewiston, FL Micro Area"	"Clewiston, FL Micro Area, Florida"	2993896403	86578552	39619	1189.3780517578125	1155.949951171875	33.428165435791016	97.19	2.81
"1218880"	"Crestview-Fort Walton Beach-Destin, FL Metro Area"	"Crestview-Fort Walton Beach-Destin, FL Metro Area, Florida"	5098358171	1781006926	286973	2656.137939453125	1968.4871826171875	687.6506958007812	74.11	25.89
"1219660"	"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"	"Deltona-Daytona Beach-Ormond Beach, FL Metro Area, Florida"	4111640078	1076794716	668921	2003.2659912109375	1587.51318359375	415.7528076171875	79.25	20.75
"1223540"	"Gainesville, FL Metro Area"	"Gainesville, FL Metro Area, Florida"	6069771832	1480054195	339247	2915.004150390625	2343.552001953125	571.4521484375	80.4	19.6
"1226140"	"Homosassa Springs, FL Metro Area"	"Homosassa Springs, FL Metro Area, Florida"	1507161659	981147323	153843	960.7415161132812	581.9183959960938	378.8231201171875	60.57	39.43
"1227260"	"Jacksonville, FL Metro Area"	"Jacksonville, FL Metro Area, Florida"	8292656342	1286239238	1605848	3698.432373046875	3201.8125	496.6197509765625	86.57	13.43
"1228580"	"Key West, FL Micro Area"	"Key West, FL Micro Area, Florida"	2546067521	11153842007	82874	5289.56494140625	983.0421752929688	4306.52294921875	18.58	81.42
"1229380"	"Lake City, FL Micro Area"	"Lake City, FL Micro Area, Florida"	2065648312	9755972	69698	801.318115234375	797.55126953125	3.7668020725250244	99.53	0.47
"1229460"	"Lakeland-Winter Haven, FL Metro Area"	"Lakeland-Winter Haven, FL Metro Area, Florida"	4656186394	550757251	725046	2010.412353515625	1797.763671875	212.64857482910156	89.42	10.58
"1233100"	"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area"	"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area, Florida"	13123297168	2626026108	6138333	6080.84765625	5066.93359375	1013.9143676757812	83.33	16.67
"1234940"	"Naples-Marco Island, FL Metro Area"	"Naples-Marco Island, FL Metro Area, Florida"	5172076456	1575209325	375752	2605.141845703125	1996.949951171875	608.1917724609375	76.65	23.35
"1235840"	"North Port-Sarasota-Bradenton, FL Metro Area"	"North Port-Sarasota-Bradenton, FL Metro Area, Florida"	3363783147	1659713338	833716	1939.582763671875	1298.7640380859375	640.8189086914062	66.96	33.04
"1236100"	"Ocala, FL Metro Area"	"Ocala, FL Metro Area, Florida"	4113993941	192281837	.	1662.6624755859375	1588.4219970703125	74.24044036865234	95.53	4.47
"1236380"	"Okeechobee, FL Micro Area"	"Okeechobee, FL Micro Area, Florida"	1992126184	317924583	39644	891.9156494140625	769.1642456054688	122.75137329101562	86.24	13.76
"1236740"	"Orlando-Kissimmee-Sanford, FL Metro Area"	"Orlando-Kissimmee-Sanford, FL Metro Area, Florida"	9040353554	1349418508	2673376	4011.513671875	3490.5	521.013427734375	87.01	12.99
"1237260"	"Palatka, FL Micro Area"	"Palatka, FL Micro Area, Florida"	1886452945	255262400	73321	826.9210205078125	728.3635864257812	98.55736541748047	88.08	11.92
"1237340"	"Palm Bay-Melbourne-Titusville, FL Metro Area"	"Palm Bay-Melbourne-Titusville, FL Metro Area, Florida"	2628762626	1403940953	606612	1557.03564453125	1014.970947265625	542.064697265625	65.19	34.81
"1237460"	"Panama City, FL Metro Area"	"Panama City, FL Metro Area, Florida"	1964874034	1833915193	175216	1466.720703125	758.64208984375	708.07861328125	51.72	48.28
"1237860"	"Pensacola-Ferry Pass-Brent, FL Metro Area"	"Pensacola-Ferry Pass-Brent, FL Metro Area, Florida"	4323710048	1757267803	509905	2347.87890625	1669.393798828125	678.4849243164062	71.1	28.9
"1238940"	"Port St. Lucie, FL Metro Area"	"Port St. Lucie, FL Metro Area, Florida"	2889084966	842998144	487657	1440.9654541015625	1115.48193359375	325.4834289550781	77.41	22.59
